iter	Logloss
218	0.6662959782
219	0.6662249651
220	0.6661104549
221	0.665951165
222	0.665861029
223	0.665771879
224	0.6656729393
225	0.665557647
226	0.6655129935
227	0.6654795007
228	0.6653820409
229	0.6653551585
230	0.6652715246
231	0.6651569207
232	0.6650693666
233	0.6650451436
234	0.6648796579
235	0.6647769089
236	0.6646808358
237	0.6645527401
238	0.6644944021
239	0.6643718667
240	0.6642773037
241	0.6641146841
242	0.6640245612
243	0.6639558337
244	0.6639019598
245	0.6638037546
246	0.6637225326
247	0.6636741097
248	0.6636328174
249	0.6635552683
250	0.6634393433
251	0.6632892536
252	0.6631623608
253	0.6630188725
254	0.66293932
255	0.662824886
256	0.6627467522
257	0.6626340436
258	0.6625391522
259	0.6624693205
260	0.6624147152
261	0.6623329822
262	0.6623020508
263	0.6622335031
264	0.662131835
265	0.661990407
266	0.6618868997
267	0.6618134188
268	0.6617339227
269	0.6616584033
270	0.6615515284
271	0.6614449099
272	0.6613685365
273	0.6612574187
274	0.6611796745
275	0.6610237931
276	0.6609334228
277	0.6608699735
278	0.6608167257
279	0.6607049289
280	0.6605695188
281	0.660477993
282	0.6604288818
283	0.6602963602
284	0.6601833561
285	0.6600686472
286	0.659997252
287	0.6599135483
288	0.6597181597
289	0.6596323187
290	0.6595174472
291	0.6594691384
292	0.6593948784
293	0.6592830984
294	0.6591567848
295	0.6590721049
296	0.6590188105
297	0.6589692618
298	0.6588785798
299	0.6587984631
300	0.6587361862
301	0.6586664444
302	0.6584953386
303	0.6583490528
304	0.65818403
305	0.6581349328
306	0.6580208571
307	0.6579338294
308	0.6578257869
309	0.6576434702
310	0.6575659408
311	0.6575211286
312	0.6574831088
313	0.6574129546
314	0.6573649524
315	0.6572530453
316	0.6571732621
317	0.657049183
318	0.6569778109
319	0.6568622021
320	0.6568334618
321	0.6567604493
322	0.6566602552
323	0.6565437957
324	0.6564250391
325	0.6563392864
326	0.6562991053
327	0.6561862318
328	0.6560978179
329	0.6560450849
330	0.6559313739
331	0.6558341922
332	0.6556490143
333	0.6555696055
334	0.6555409163
335	0.6554081091
336	0.6553097562
337	0.6552066562
338	0.6550912682
339	0.6550390612
340	0.6549554225
341	0.6548570019
342	0.6547945237
343	0.6546809217
344	0.6545769373
345	0.6544215616
346	0.6543422112
347	0.6541424201
348	0.6539794575
349	0.6538908079
350	0.6537978487
351	0.6537174142
352	0.6536203883
353	0.6534505145
354	0.6533730164
355	0.6532658347
356	0.6532003763
357	0.6531626622
358	0.6530772772
359	0.6530157594
360	0.6529262874
361	0.65286289
362	0.6527559894
363	0.6526282077
364	0.6525767041
365	0.6525109844
366	0.6524892229
367	0.6524311514
368	0.6522982194
369	0.6522081998
370	0.6521430388
371	0.6519787615
372	0.6519265549
373	0.651815926
374	0.6517424972
375	0.6516416812
376	0.651485589
377	0.6514016371
378	0.6512193954
379	0.6510952778
380	0.6510415547
381	0.6509605829
382	0.6508696574
383	0.6507610741
384	0.6506137577
385	0.6504874157
386	0.6503169035
387	0.6501668319
388	0.6500591582
389	0.6498853612
390	0.6498437957
391	0.6496788725
392	0.6495940901
393	0.6495300567
394	0.6494554606
395	0.649384102
396	0.6493190609
397	0.6491934685
398	0.6491383612
399	0.6490328569
400	0.6489621753
401	0.6488251862
402	0.6487843249
403	0.6487244416
404	0.6486486296
405	0.6485623464
406	0.6484489822
407	0.6483414048
408	0.6482913002
409	0.6481075795
410	0.6480541112
411	0.6479556444
412	0.6478053527
413	0.6476825967
414	0.6475399528
415	0.6474274843
416	0.6472911611
417	0.6472112162
418	0.6470988439
419	0.6470263246
420	0.6469714521
421	0.6469074511
422	0.6468686639
423	0.646765687
424	0.6466753277
425	0.6466018953
426	0.6465422483
427	0.6464543207
428	0.6463651598
429	0.6462913462
430	0.6462212796
431	0.6461547753
432	0.6460242185
433	0.6459018642
434	0.6458264337
435	0.645746697
436	0.6456396416
437	0.645575928
438	0.6455183298
439	0.6454137005
440	0.6453251245
441	0.6452061427
442	0.6450078746
443	0.6449487957
444	0.6448790848
445	0.6447721914
446	0.6447354171
447	0.6445924657
448	0.6445661745
449	0.6445385704
450	0.6444357998
451	0.6443121771
452	0.6442540472
453	0.6440826673
454	0.6439948076
455	0.6438778244
456	0.6438185684
457	0.6437528544
458	0.6436513795
459	0.6435576654
460	0.6435051395
461	0.6433602198
462	0.6432947996
463	0.6431557562
464	0.6431063639
465	0.6429761459
466	0.6429083652
467	0.642840211
468	0.6427733551
469	0.6426768724
470	0.6425801205
471	0.6424928265
472	0.6423971883
473	0.642257083
474	0.6421870166
475	0.6420972909
476	0.6420465752
477	0.6419772493
478	0.641835596
479	0.6417091613
480	0.6416417013
481	0.6415535477
482	0.6414784842
483	0.6413864168
484	0.6412603017
485	0.641171472
486	0.6410782229
487	0.6410186425
488	0.6409357047
489	0.640893599
490	0.6408188845
491	0.6407378502
492	0.6406213321
493	0.640480388
494	0.6403292366
495	0.6402602837
496	0.6400870254
497	0.6399811036
498	0.6398676516
499	0.6398004695
500	0.6396651123
501	0.6395341203
502	0.6394520768
503	0.6393493835
504	0.6392629049
505	0.639114959
506	0.6390477744
507	0.6389789116
508	0.6389088911
509	0.6387602658
510	0.6386560808
511	0.6385541128
512	0.6384542815
513	0.6383892101
514	0.6382611326
515	0.6381176962
516	0.6380524745
517	0.6379446872
518	0.6378505438
519	0.6377371602
520	0.637620515
521	0.6374884586
522	0.6373697061
523	0.6372671625
524	0.6371149699
525	0.6369839686
526	0.6369380792
527	0.6368892297
528	0.6368012746
529	0.6367468998
530	0.6366930094
531	0.636644143
532	0.63654805
533	0.6364691681
534	0.6363388878
535	0.6361754584
536	0.6360875264
537	0.6359927397
538	0.6359017249
539	0.6358472281
540	0.6357834132
541	0.635688451
542	0.6355803685
543	0.6355136173
544	0.6354577607
545	0.6353969091
546	0.6353613523
547	0.6352923939
548	0.6352446716
549	0.6351741208
550	0.6350990233
551	0.6349937631
552	0.6349371679
553	0.6348952265
554	0.6348489308
555	0.6347546369
556	0.6346906596
557	0.6345240395
558	0.6343643213
559	0.6342033327
560	0.6341280808
561	0.634018394
562	0.6339122827
563	0.6338219082
564	0.6336992936
565	0.6336484544
566	0.6335897936
567	0.6335277274
568	0.6334146676
569	0.6333233377
570	0.6332419559
571	0.6331734426
572	0.6331190865
573	0.6329375665
574	0.6328785029
575	0.6327610553
576	0.632676853
577	0.6326156476
578	0.6325566938
579	0.6324568358
580	0.6323849003
581	0.6322316616
582	0.6321731886
583	0.632134929
584	0.6320808315
585	0.6319914018
586	0.6318458097
587	0.6317087242
588	0.6316300576
589	0.6315122843
590	0.6314817877
591	0.6313699712
592	0.6312629653
593	0.6312114501
594	0.6311438153
595	0.6311228281
596	0.6310002453
597	0.6309251159
598	0.6307362873
599	0.6306411545
600	0.6305584718
601	0.6304929859
602	0.630337084
603	0.6302639463
604	0.6301752097
605	0.6300851853
606	0.6300086914
607	0.6299530216
608	0.6298262017
609	0.629773545
610	0.6297126937
611	0.6296508698
612	0.6295629593
613	0.6295120225
614	0.6294353617
615	0.6294033536
616	0.6292812372
617	0.6292334687
618	0.6291756759
619	0.6290852747
620	0.6289848821
621	0.6289058186
622	0.6288491017
623	0.6287788275
624	0.6286368106
625	0.6285397764
626	0.6284806214
627	0.6283814051
628	0.6283071436
629	0.6282015371
630	0.6280811856
631	0.6279882543
632	0.6279360483
633	0.6278351755
634	0.6277659574
635	0.6276364776
636	0.6275278802
637	0.6274589532
638	0.6273628158
639	0.6273022944
640	0.6271637615
641	0.6270715678
642	0.6269951776
643	0.6269236202
644	0.6267689445
645	0.6266864415
646	0.6265682674
647	0.6264285365
648	0.6262738916
649	0.6261932123
650	0.6260792623
651	0.6259681759
652	0.6258731818
653	0.6258074864
654	0.6257212664
655	0.6256282318
656	0.6255659352
657	0.6254308393
658	0.6253150723
659	0.6251527218
660	0.6250508481
661	0.6249474584
662	0.624869874
663	0.6247029664
664	0.6246489466
665	0.6245896942
666	0.6244701374
667	0.6244273533
668	0.6243452528
669	0.6242152162
670	0.624160529
671	0.6240733468
672	0.623978146
673	0.6238577632
674	0.6238037804
675	0.6237467091
676	0.6236758917
677	0.6235098152
678	0.6234187296
679	0.6232838727
680	0.6232242167
681	0.6231602864
682	0.6230168172
683	0.6229959972
684	0.6229166458
685	0.6228805592
686	0.6228037821
687	0.6227241786
688	0.6226333817
689	0.6225952158
690	0.6224695366
691	0.6223746871
692	0.6222823949
693	0.6222450354
694	0.622189541
695	0.622171055
696	0.6220663153
697	0.6220154802
698	0.6219365321
699	0.6218982407
700	0.6218345028
701	0.6217139712
702	0.6216142918
703	0.6215776605
704	0.6215040011
705	0.621425627
706	0.6213365428
707	0.6212842702
708	0.6211818211
709	0.62113566
710	0.6210040553
711	0.6209262185
712	0.6208668589
713	0.6207317587
714	0.6206761069
715	0.6206209212
716	0.6205756878
717	0.6205346216
718	0.6204699517
719	0.6203637836
720	0.6202875427
721	0.6201849405
722	0.6200706127
723	0.62002426
724	0.6199411183
725	0.6198814855
726	0.6198239268
727	0.6197779102
728	0.6196878578
729	0.619555987
730	0.6194578974
731	0.6193536413
732	0.6193236078
733	0.619226967
734	0.6190526805
735	0.6189687181
736	0.6189205017
737	0.6188155555
738	0.6187211231
739	0.6186505466
740	0.6186081278
741	0.6185097589
742	0.618370693
743	0.6183327454
744	0.6182110816
745	0.6181401428
746	0.617997624
747	0.6179339632
748	0.61789811
749	0.6178249355
750	0.6177724646
751	0.6177107912
752	0.6176161296
753	0.6174617043
754	0.6174002116
755	0.6173129107
756	0.6172638629
757	0.6172155699
758	0.6171745337
759	0.6170153793
760	0.6169239054
761	0.6168056893
762	0.6167080367
763	0.6166010802
764	0.6165423401
765	0.6164562036
766	0.6164254474
767	0.6163550348
768	0.6162434949
769	0.6161489281
770	0.616060402
771	0.6159502425
772	0.6159121822
773	0.6158085091
774	0.6157318198
775	0.6156609368
776	0.615584229
777	0.6154726796
778	0.6154169182
779	0.6153439748
780	0.6152209589
781	0.6151519229
782	0.6150843951
783	0.6149994102
784	0.6149025975
785	0.6147969358
786	0.6147126
787	0.6146225143
788	0.6145903047
789	0.6144540435
790	0.6143720211
791	0.6142689471
792	0.6141581984
793	0.6141253655
794	0.6140425216
795	0.6139777913
796	0.6139198986
797	0.6138460159
798	0.6137289491
799	0.6136733958
800	0.6135924736
801	0.613509235
802	0.6133714904
803	0.6132442986
804	0.613101759
805	0.6130556181
806	0.6129932695
807	0.6128330138
808	0.612760633
809	0.6126911847
810	0.6125832951
811	0.6125454112
812	0.6125041954
813	0.6124430783
814	0.6123484476
815	0.6122649203
816	0.6121301756
817	0.6120576725
818	0.6119744964
819	0.6119122307
820	0.6118079771
821	0.6116023237
822	0.6115600338
823	0.6114182399
824	0.6113484017
825	0.6113017222
826	0.611233869
827	0.6112123656
828	0.6110720762
829	0.6110130214
830	0.6109887647
831	0.6109436726
832	0.6108465106
833	0.6107726353
834	0.6106936795
835	0.6106269448
836	0.6105870491
837	0.6104967505
838	0.6103704551
839	0.6103275056
840	0.6102560016
841	0.6102175718
842	0.6100821104
843	0.6099938772
844	0.6099038428
845	0.6098220881
846	0.6097593429
847	0.6096940058
848	0.6095614056
849	0.6095059221
850	0.6094338541
851	0.6093525504
852	0.6092802167
853	0.6091806497
854	0.6091313225
855	0.6090769444
856	0.6089726197
857	0.6088782157
858	0.6087812055
859	0.6087002209
860	0.6086250971
861	0.6085328686
862	0.6084387302
863	0.6083963926
864	0.6082789643
865	0.6082551064
866	0.6082034368
867	0.6080745493
868	0.6080181053
869	0.6079717214
870	0.6079000471
871	0.6077384337
872	0.6077043295
873	0.6076010922
874	0.6075196547
875	0.6073895284
876	0.6072545272
877	0.6071712645
878	0.6070843393
879	0.6069900641
880	0.6069434344
881	0.6068807161
882	0.6068577964
883	0.6067796452
884	0.6066794965
885	0.6065845492
886	0.6065198185
887	0.6064520733
888	0.6064069406
889	0.6063564142
890	0.6063331888
891	0.6062415515
892	0.6061604199
893	0.6060683072
894	0.6059775572
895	0.6059065209
896	0.6058153789
897	0.6057067499
898	0.6056016874
899	0.6055085138
900	0.6054268382
901	0.6052969449
902	0.6052155896
903	0.6051587303
904	0.6051055192
905	0.6049994243
906	0.6049205237
907	0.6048314847
908	0.6047807716
909	0.6047114165
910	0.6046140101
911	0.6045224332
912	0.6045071874
913	0.6044080826
914	0.6042817345
915	0.6041970784
916	0.6041077894
917	0.6040421661
918	0.6039839629
919	0.6039292242
920	0.6038161
921	0.6037001528
922	0.6036744077
923	0.6035884548
924	0.6035013914
925	0.603437632
926	0.6033820563
927	0.6033138729
928	0.6032606572
929	0.6032056642
930	0.6031746789
931	0.6030723015
932	0.6030154915
933	0.6029542056
934	0.6028752424
935	0.6027802217
936	0.6026656557
937	0.6026114901
938	0.6025528832
939	0.6024113333
940	0.6023535669
941	0.6023294123
942	0.6022283859
943	0.6021638383
944	0.6020678298
945	0.6019788027
946	0.6019501323
947	0.6019183266
948	0.6017757309
949	0.6017517838
950	0.6016559999
951	0.6015541131
952	0.6015152075
953	0.6014420817
954	0.6013844364
955	0.6013049857
956	0.6012557917
957	0.601211799
958	0.6011668502
959	0.6011095035
960	0.6010363617
961	0.6008656604
962	0.6008003004
963	0.6007269174
964	0.6006645885
965	0.6005817713
966	0.6005154845
967	0.6004881656
968	0.6004005319
969	0.6003596572
970	0.6002575886
971	0.6001165251
972	0.6001003647
973	0.6000494014
974	0.600003001
975	0.5999050672
976	0.5998479522
977	0.5998009922
978	0.5996793474
979	0.5995348343
980	0.5994937417
981	0.5994480092
982	0.5993911341
983	0.5993524701
984	0.5993091432
985	0.5991733159
986	0.5991132794
987	0.5990125395
988	0.5989320702
989	0.5988692493
990	0.5987084102
991	0.5986568212
992	0.5985296781
993	0.5984799728
994	0.5984000769
995	0.5983286006
996	0.5982470719
997	0.5981841709
998	0.5980736928
999	0.5979692942
